#,"Date Time, GMT-05:00","Avg: AC Curr, Amps (LGR S/N: 20796187, SEN S/N: 20796187, LBL: AC#1)"
46543,2023-04-24 9:00,132.3985
46544,2023-04-24 9:00,132.2276
46545,2023-04-24 9:00,132.9638
46546,2023-04-24 9:00,131.8316
46547,2023-04-24 9:00,133.1001
46548,2023-04-24 9:01,131.489
46549,2023-04-24 9:01,133.0864
46550,2023-04-24 9:01,131.5043
46551,2023-04-24 9:01,133.1121
46552,2023-04-24 9:01,131.5953
46553,2023-04-24 9:02,132.944
46554,2023-04-24 9:02,131.6253
46555,2023-04-24 9:02,132.2805
46556,2023-04-24 9:02,131.6437
46557,2023-04-24 9:02,132.2143
46558,2023-04-24 9:03,131.7543
46559,2023-04-24 9:03,132.4254
46560,2023-04-24 9:03,131.9837
46561,2023-04-24 9:03,131.8207
46562,2023-04-24 9:03,132.3967
46563,2023-04-24 9:04,131.9527
46564,2023-04-24 9:04,132.414
46565,2023-04-24 9:04,131.8095
46566,2023-04-24 9:04,132.7021
46567,2023-04-24 9:04,131.9364
46568,2023-04-24 9:05,132.8491
46569,2023-04-24 9:05,131.5109
46570,2023-04-24 9:05,132.9826
46571,2023-04-24 9:05,131.4193
46572,2023-04-24 9:05,133.0269
46573,2023-04-24 9:06,131.8255
46574,2023-04-24 9:06,132.6629
46575,2023-04-24 9:06,131.5694
46576,2023-04-24 9:06,132.5752
46577,2023-04-24 9:06,131.8166
46578,2023-04-24 9:07,132.4369
46579,2023-04-24 9:07,131.8118
46580,2023-04-24 9:07,132.7387
46581,2023-04-24 9:07,132.3761
46582,2023-04-24 9:07,132.4748
46583,2023-04-24 9:08,132.6329
46584,2023-04-24 9:08,132.2459
46585,2023-04-24 9:08,132.3847
46586,2023-04-24 9:08,132.0882
46587,2023-04-24 9:08,132.518
46588,2023-04-24 9:09,131.6851
46589,2023-04-24 9:09,132.9824
46590,2023-04-24 9:09,131.4888
46591,2023-04-24 9:09,132.8069
46592,2023-04-24 9:09,131.6882
46593,2023-04-24 9:10,132.8936
46594,2023-04-24 9:10,131.4778
46595,2023-04-24 9:10,132.873
46596,2023-04-24 9:10,131.5434
46597,2023-04-24 9:10,132.5434
46598,2023-04-24 9:11,131.5849
46599,2023-04-24 9:11,133.0968
46600,2023-04-24 9:11,131.3204
46601,2023-04-24 9:11,132.9928
46602,2023-04-24 9:11,131.4534
46603,2023-04-24 9:12,132.5368
46604,2023-04-24 9:12,131.6767
46605,2023-04-24 9:12,132.6065
46606,2023-04-24 9:12,131.7856
46607,2023-04-24 9:12,132.5513
46608,2023-04-24 9:13,131.7698
46609,2023-04-24 9:13,132.7741
46610,2023-04-24 9:13,131.6424
46611,2023-04-24 9:13,132.4473
46612,2023-04-24 9:13,131.7843
46613,2023-04-24 9:14,132.1276
46614,2023-04-24 9:14,131.9389
46615,2023-04-24 9:14,132.1223
46616,2023-04-24 9:14,132.0218
46617,2023-04-24 9:14,132.0119
46618,2023-04-24 9:15,131.9758
46619,2023-04-24 9:15,131.7756
46620,2023-04-24 9:15,132.1345
46621,2023-04-24 9:15,132.0401
46622,2023-04-24 9:15,132.1686
46623,2023-04-24 9:16,131.0063
46624,2023-04-24 9:16,132.3883
46625,2023-04-24 9:16,131.0081
46626,2023-04-24 9:16,132.9892
46627,2023-04-24 9:16,131.3453
46628,2023-04-24 9:17,132.7186
46629,2023-04-24 9:17,131.5623
46630,2023-04-24 9:17,132.8133
46631,2023-04-24 9:17,131.4153
46632,2023-04-24 9:17,132.8555
46633,2023-04-24 9:18,131.2385
46634,2023-04-24 9:18,133.0579
46635,2023-04-24 9:18,131.4656
46636,2023-04-24 9:18,132.8072
46637,2023-04-24 9:18,131.46
46638,2023-04-24 9:19,132.222
46639,2023-04-24 9:19,131.7947
46640,2023-04-24 9:19,132.2314
46641,2023-04-24 9:19,131.5493
46642,2023-04-24 9:19,132.3189
46643,2023-04-24 9:20,131.6383
46644,2023-04-24 9:20,132.2919
46645,2023-04-24 9:20,131.9303
46646,2023-04-24 9:20,131.9089
46647,2023-04-24 9:20,131.8359
46648,2023-04-24 9:21,131.722
46649,2023-04-24 9:21,131.9033
46650,2023-04-24 9:21,131.785
