Num,Date,Amps,Kilowatts0,ACFM0,Num,Date,Amps ac2,Kilowatts1,ACFM1
313,2023-04-30 22:00:00,131.1219,79.94,434,313,2023-04-30 22:00:00,0.919,0.38,0
314,2023-04-30 23:00:00,131.0005,79.87,434,314,2023-04-30 23:00:00,0.9146,0.38,0
315,2023-05-01 00:00:00,130.7418,79.71,434,315,2023-05-01 00:00:00,0.9194,0.38,0
316,2023-05-01 01:00:00,130.836,79.77,434,316,2023-05-01 01:00:00,0.917,0.38,0
317,2023-05-01 02:00:00,130.6944,79.68,434,317,2023-05-01 02:00:00,0.9126,0.38,0
318,2023-05-01 03:00:00,130.7624,79.72,434,318,2023-05-01 03:00:00,0.9092,0.38,0
319,2023-05-01 04:00:00,131.1467,79.96,434,319,2023-05-01 04:00:00,0.9071,0.38,0
320,2023-05-01 05:00:00,131.4926,80.17,434,320,2023-05-01 05:00:00,0.904,0.38,0
321,2023-05-01 06:00:00,131.9663,80.46,434,321,2023-05-01 06:00:00,0.9025,0.38,0
322,2023-05-01 07:00:00,131.9689,80.46,434,322,2023-05-01 07:00:00,0.9085,0.38,0
323,2023-05-01 08:00:00,131.7044,80.3,434,323,2023-05-01 08:00:00,0.9145,0.38,0
324,2023-05-01 09:00:00,131.4459,80.14,434,324,2023-05-01 09:00:00,0.9144,0.38,0
325,2023-05-01 10:00:00,131.6102,80.24,434,325,2023-05-01 10:00:00,0.9215,0.38,0
326,2023-05-01 11:00:00,132.1879,80.59,434,326,2023-05-01 11:00:00,0.9267,0.39,0
